announcement_type,date_of_issue_of_auction_notice,name_of_corporate_debtor,cin_no.,name_of_insolvency_professional,date_of_auction,reserve_price,last_date_of_submission,days_until_submission
Issue of Auction Notice,,RG INFRA-BUILD PRIVATE LIMITED,U70101DL2005PTC135052,Mr. Rakesh Kumar Jain,2023-10-06,54732200.0,2023-10-04,-643
Issue of Auction Notice,,Alectrona Energy Private Limited,U40109TN2010PTC075703,Mr. Radhakrishnan Dharmarajan,2023-10-09,220000000.0,2023-10-07,-640
Issue of Auction Notice,,GVK INDUSTRIES LIMITED,U74999TG1992PLC014388,Mr. Sai Ramesh Kanuparthi,2023-10-13,1092500000.0,2023-09-27,-650
Issue of Auction Notice,2023-12-09,Spark Green Energy (Satara) Limited,U40100PN2005PLC139696,ASHOK KUMAR GOLECHHA,2023-10-16,145000000.0,2023-10-14,-633
Issue of Auction Notice,2023-12-09,Panache Exports Private Limited,U51900MH1991PTC064179,Mr. Ajit Gyanchand Jain,2023-10-07,32490000.0,2023-10-05,-642
Issue of Auction Notice,2023-12-09,C and C Construction Limited,L45201DL1996PLC080401,Mr. Navneet Kumar Gupta,2023-10-09,1580000000.0,2023-09-26,-651
Issue of Auction Notice,2023-12-09,JOTESRIRAM HIMGHAR PRIVATE LIMITED,U01403WB2013PTC195017,Mr. Santanu Bhattacharjee,2023-09-28,38500000.0,2023-09-27,-650
Issue of Auction Notice,2023-12-09,Prince Vitrified Private Limited,U26933GJ2010PTC059723,Mr. Premraj Ramratan Laddha,2023-10-05,9964539.0,2023-10-03,-644
Issue of Auction Notice,2023-12-09,PINKY SHIPYARD PRIVATE LIMITED,U35111GA1991PTC001139,Mr. Udayraj Patwardhan,2023-10-13,866000.0,2023-10-11,-636
Issue of Auction Notice,2023-12-09,PINKY SHIPYARD PRIVATE LIMITED,U35111GA1991PTC001139,Mr. Udayraj Patwardhan,2023-10-13,44557392.0,2023-10-11,-636
Issue of Auction Notice,2023-12-09,FOREVER PRECIOUS JEWELLERY AND DIAMONDS LIMITED,U36911GJ1996PLC028701,Mr. Amit Gupta,2023-10-12,21398000.0,2023-10-10,-637
Issue of Auction Notice,2023-11-09,AMW Motors Limited,U35204GJ2011PLC067190,Mr. Avil Jerome Menezes,2023-10-13,2100000000.0,2023-10-11,-636
Issue of Auction Notice,2023-11-09,EXCEL GLASSES LTD,L26109KL1970PLC002289,Mr. Ravindra Chaturvedi,2023-10-12,9270000.0,2023-10-10,-637
Issue of Auction Notice,2023-11-09,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2023-10-13,9550000000.0,2023-10-10,-637
Issue of Auction Notice,2023-11-09,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2023-10-16,470000000.0,2023-10-13,-634
Issue of Auction Notice,2023-11-09,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2023-10-16,200000000.0,2023-10-13,-634
Issue of Auction Notice,2023-11-09,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2023-10-16,4221300000.0,2023-10-13,-634
Issue of Auction Notice,2023-11-09,HINDUSTAN PHOTO FILMS MFG CO LIMITED,L33201TZ1960GOI000379,Mr. Mahalingam Suresh Kumar,2023-10-12,882000000.0,2023-10-09,-638
Issue of Auction Notice,2023-11-09,SHREEOM PRIME FOODS PRIVATE LIMITED,U15139RJ2013PTC041247,Mr. Satyendra Prasad Khorania,2023-10-11,41944770.0,2023-10-09,-638
Issue of Auction Notice,2023-11-09,Power Televentures Private Limited,U51395MP2005PTC017738,Mr. Shikhar Chand Jain,2023-09-26,10000000.0,2023-09-23,-654
Corrigendum,2023-10-09,PROGRESS CULTIVATION LIMITED,U01400WB2009PLC134240,Mr. Pankaj Kumar Kedia,2023-09-24,17730000.0,2023-09-21,-656
Issue of Auction Notice,2023-10-09,FORE REPRESENTATIONS & TRAVELS PRIVATE LIMITED,U63040DL2008PTC175533,Mr. Sanjay Dewani,2023-10-03,53300.0,2023-09-30,-647
Issue of Auction Notice,2023-10-09,FORE REPRESENTATIONS & TRAVELS PRIVATE LIMITED,U63040DL2008PTC175533,Mr. Sanjay Dewani,2023-10-03,2140000.0,2023-09-30,-647
Issue of Auction Notice,2023-10-09,SHREE ASHTVINAYAK GEMS & STONE PVT LTD,U52390DL2009PTC187766,SUMAN KUMAR VERMA,2023-10-03,682000.0,2023-09-29,-648
Issue of Auction Notice,2023-09-09,Venture Power Systems India Private Limited,U31901TN2001PTC047708,Mr. Thilagar Murugesan,2023-10-05,15000000.0,2023-10-04,-643
Issue of Auction Notice,2023-09-09,Venture Power Systems India Private Limited,U31901TN2001PTC047708,Mr. Thilagar Murugesan,2023-10-05,5800000.0,2023-10-04,-643
Issue of Auction Notice,2023-09-09,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2023-10-09,31114990.0,2023-10-06,-641
Issue of Auction Notice,2023-09-09,Venture Power Systems India Private Limited,U31901TN2001PTC047708,Mr. Thilagar Murugesan,2023-10-05,25000000.0,2023-10-04,-643
Issue of Auction Notice,2023-09-09,DYNAMIC HATCHERIES PRIVATE LIMITED,U05000WB2011PTC161169,Mr. Tarun Kumar Ray,2023-10-06,2000000.0,2023-10-04,-643
Issue of Auction Notice,2023-09-09,ANJALI WATERFORD HOSPITALITY AND INFRA LIMITED,U52520TG2005PLC047785,Govada Venkata Subba Rao,2023-10-12,27500000.0,2023-10-09,-638
Issue of Auction Notice,2023-09-09,Ganga Foundations Private Limited,U45201TN2004PTC054417,Mr. Mahalingam Suresh Kumar,2023-10-11,486000000.0,2023-10-09,-638
Issue of Auction Notice,2023-08-09,SAFE CARGO MOVERS PRIVATE LIMITED,U74999WB2011PTC168764,Mr. Surendra Kumar Agarwal,2023-10-11,45000000.0,2023-10-09,-638
Issue of Auction Notice,2023-08-09,Cox & Kings Limited,L63040MH1939PLC011352,Mr. Ashutosh Agarwala,2023-10-05,494050000.0,2023-10-04,-643
Issue of Auction Notice,2023-08-09,Rudrani Health Care Services Limited,U85100MH2008PLC188222,Mr. Sachin Shrinivas Bhattad,2023-10-06,153492375.0,2023-10-03,-644
Issue of Auction Notice,2023-08-09,MCCHEM-ANLAGEN ENERGIES & INFRATECH PRIVATE LIMITED,U40100CT2010PTC021531,ANIL KUMAR AGRAWAL,2023-10-09,3374322.0,2023-10-06,-641
Issue of Auction Notice,2023-08-09,DIVINE ALLOYS & POWER CO LIMITED,U27102WB2004PLC099681,Mr. Rajesh Kumar Agrawal,2023-10-03,383000000.0,2023-09-30,-647
Issue of Auction Notice,2023-08-09,SUPREME TEX MART LIMITED,L17117PB1988PLC016933,Mr. Ravinder Kumar Goel,2023-10-10,18468000.0,2023-10-07,-640
Issue of Auction Notice,2023-08-09,MTM TRADING PRIVATE LIMITED,U51100KA1994PTC016076,Mr. Joby Chacko,2023-10-06,18638470.0,2023-10-04,-643
Issue of Auction Notice,2023-07-09,TRILOK SECURITY SYSTEMS INDIA PRIVATE LIMITED,U74920AP2005PTC048418,Mr. Gopikrishna Byadigera,2023-09-30,37600000.0,2023-09-28,-649
Issue of Auction Notice,2023-07-09,Royal Refinery Private Limited,U74120MH2012PTC228597,Mr. Arihant Nenawati,2023-09-20,1.0,2023-09-20,-657
Issue of Auction Notice,2023-07-09,Muktar Infrastructure India Private Limited,U74930GA2010PTC006256,Mr. Anup Kumar Singh,2023-10-04,226562000.0,2023-10-01,-646
Issue of Auction Notice,2023-06-09,pawan buildwell private limited,U70101DL2005PTC134933,Mr. Arun Chadha,2023-09-27,33000000.0,2023-09-25,-652
Issue of Auction Notice,2023-06-09,Max Flex & Imaging Systems Limited.,U92112MH2002PLC137690,Mr. Fanendra Harakchand Munot,2023-10-11,192029000.0,2023-10-07,-640
Issue of Auction Notice,2023-06-09,FIRESTAR INTERNATIONAL LIMITED,U51909MH2004PLC145478,Mr. Santanu T Ray,2023-10-11,35025855.0,2023-10-09,-638
Issue of Auction Notice,2023-06-09,YUG WEAVE TECH PRIVATE LIMITED,U17120GJ2015PTC081783,Suyash Rajendra Chhajed,2023-10-06,12555000.0,2023-10-04,-643
Issue of Auction Notice,2023-06-09,YOGIRAJ GINNING AND OIL INDUSTRIES PRIVATE LIMITED,U17120GJ2014PTC081190,Ms. Vineeta Maheshwari,2023-10-06,26500000.0,2023-10-03,-644
Issue of Auction Notice,2023-06-09,RANG SUPER SHOPPING PRIVATE LIMITED,U51101WB2008PTC124592,Mr. Bhupendra Singh Narayan Singh Rajput,2023-09-29,0.0,2023-09-29,-648
Issue of Auction Notice,2023-06-09,A M VINYL PVT. LTD.,U25202DL2004PTC130642,Mr. Anup Kumar,2023-10-04,0.0,2023-09-26,-651
Issue of Auction Notice,2023-05-09,HALLMARK LIVING SPACE PRIVATE LIMITED,U45400TN2012PTC084362,Mr. S.Dhanapal,2023-09-27,830000000.0,2023-09-25,-652
Issue of Auction Notice,2023-05-09,JANPRAGTI COMMODITIES PRIVATE LIMITED,U51109WB1995PTC068406,Mr. Sudipta Ghosh,2023-09-30,7850000.0,2023-09-28,-649
Issue of Auction Notice,2023-05-09,TALWALKARS BETTER VALUE FITNESS LIMITED,L92411MH2003PLC140134,Gajesh Labhchand Jain,2023-10-05,218702487.0,2023-10-03,-644
Issue of Auction Notice,2023-05-09,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2023-09-15,1759220.0,2023-09-14,-663
Issue of Auction Notice,2023-05-09,Abhinav Steels And Power Limited,U74899DL1987PLC029384,Mr. Debashis Nanda,2023-10-03,686355106.0,2023-09-29,-648
Issue of Auction Notice,2023-05-09,PERFECT INTERNATIONAL FABRICATORS PRIVATE LIMITED,U74992TN2006PTC061625,Ms. Sripriya Kumar,2023-09-22,979704.0,2023-09-19,-658
Issue of Auction Notice,2023-04-09,Sembmarine Kakinada Limited,U74900AP2009PLC104176,Mr. Vedagiri Venkata Krsihnamurthy,2023-09-28,116073000.0,2023-09-25,-652
Issue of Auction Notice,2023-02-09,P & S JEWELLERY LIMITED,U36912MH1996PLC096788,Mr. Vasudev Ganesh Nayak Udupi,2023-09-27,19830000.0,2023-09-25,-652
Issue of Auction Notice,2023-02-09,Rotomac Exports Private Limited,U51497UP2002PTC026476,Mr. Anil Goel,2023-09-27,499000.0,2023-09-25,-652
Issue of Auction Notice,2023-02-09,Shree Ram Saw Mill Private Limited,U51909WB1997PTC085985,Mr. Kanchan Dutta,2023-10-03,679545.0,2023-09-30,-647
Issue of Auction Notice,2023-02-09,SORT INDIA ENVIRO SOLUTIONS LIMITED,U90000GJ2010PLC059257,Mr. Sapan Mohan Garg,2023-10-07,11700000.0,2023-10-04,-643
Issue of Auction Notice,2023-02-09,JVL Agro Industries Limited,L15140UP1989PLC011396,Mr. Supriyo Kumar Chaudhuri,2023-10-05,275407000.0,2023-10-03,-644
Issue of Auction Notice,2023-02-09,SV SVS PROJECTS PRIVATE LIMITED,U74999TG2005PTC045773,GOLLA RAMAKANTHA RAO,2023-09-24,455625000.0,2023-09-22,-655
Issue of Auction Notice,2023-02-09,Allwyn Furniture Private Limited,U51103HR2011PTC043895,Mr. Sunil Kumar Agrawal,2023-09-28,1974000.0,2023-09-26,-651
Issue of Auction Notice,2023-02-09,Allwyn Furniture Private Limited,U51103HR2011PTC043895,Mr. Sunil Kumar Agrawal,2023-09-28,312000.0,2023-09-26,-651
Issue of Auction Notice,2023-01-09,Ketan Ceramics Private Limited,U26900MH1988PTC046637,Ms. Prajakta Madhav Shidhore,2023-10-05,1722000.0,2023-10-03,-644
Issue of Auction Notice,2023-01-09,POLY LOGIC INTERNATIONAL PRIVATE LIMITED,U25209MH2011PTC225071,Mr. Mangesh Vitthal Kekre,2023-09-28,54000000.0,2023-09-26,-651
Issue of Auction Notice,2023-01-09,Trans-Fab Power India Private Limited,U00360PN2006PTC022339,Mr. Anil Seetaram Vaidya,2023-09-27,45791998.0,2023-09-24,-653
Issue of Auction Notice,2023-01-09,PROSTAR TEXTILE MILL PRIVATE LIMITED,U18101TZ2015PTC021917,Mr. Prabhu S,2023-09-29,384590000.0,2023-09-27,-650
Issue of Auction Notice,2023-01-09,PROSTAR TEXTILE MILL PRIVATE LIMITED,U18101TZ2015PTC021917,Mr. Prabhu S,2023-09-29,384590000.0,2023-09-27,-650
Issue of Auction Notice,,Vistar Metal Industries Private Limited,U27101MH2009PTC192733,Mr. Sunil Kumar Agarwal,2023-09-28,170600000.0,2023-09-25,-652
Issue of Auction Notice,,Madhur Nourishment Products LLP,AAF6086,Mr. Prashant Jain,2023-10-03,40307840.0,2023-09-28,-649
Issue of Auction Notice,,Coastal Projects Limited,U45203OR1995PLC003982,Mr. Ravi Sankar Devarakonda,2023-09-27,1840000000.0,2023-09-19,-658
Issue of Auction Notice,,ANURAG MULTIPURPOSE COLDSTORAGE PRIVATE LIMITED,U74900WB2013PTC195337,Ms. Sneh Maheswari,2023-09-21,8911835.0,2023-09-19,-658
Issue of Auction Notice,,DEVIKRIPA TRADING PRIVATE LIMITED,U51909WB2003PTC097090,Neeraj Kumar Sureka,2023-09-28,0.0,2023-09-25,-652
Issue of Auction Notice,,Kanakadhara Ventures Private Limited,U70102TG2005PTC047611,Mr. Chillale Rajesh,2023-09-28,80000000.0,2023-09-25,-652
Issue of Auction Notice,,RNM Infra Private Limited,U45400WB2011PTC156973,Mr. Kanakabha Ray,2023-09-20,5750000.0,2023-09-18,-659
Issue of Auction Notice,,WAVE GLOBAL EDUCATIONAL SERVICES PRIVATELIMITED,U74999DL2016PTC302924,Mr. Radhey Shyam Yadav,2023-09-22,45000.0,2023-09-20,-657
Issue of Auction Notice,,YOGIRAJ GINNING AND OIL INDUSTRIES PRIVATE LIMITED,U17120GJ2014PTC081190,Ms. Vineeta Maheshwari,2023-09-01,26500000.0,2023-08-30,-678
Issue of Auction Notice,,NDT Trade House Private Limited,U74900HR2011PTC043769,Mr. Arun Gajwani,2023-09-28,17600000.0,2023-09-26,-651
Issue of Auction Notice,,Concast Steel & Power Limited,U51909WB1995PLC072045,Mr. Kshitiz Chhawchharia,2023-09-22,7360000.0,2023-09-19,-658
Issue of Auction Notice,,HYDRIC FARM INPUTS LIMITED,U01111DL2003PLC123426,SUMAN KUMAR VERMA,2023-09-22,113400000.0,2023-09-20,-657
Issue of Auction Notice,,JUKU ORCHEM PRIVATE LIMITED,U15141TN1997PTC070777,Mr. Chandrasekhar Sagutoor,2023-09-22,91000000.0,2023-09-20,-657
Issue of Auction Notice,,JUKU ORCHEM PRIVATE LIMITED,U15141TN1997PTC070777,Mr. Chandrasekhar Sagutoor,2023-09-22,83000000.0,2023-09-20,-657
Issue of Auction Notice,,Barcley Enterprises Limited,L01132WB1983PLC035629,Mr. Jai Narayan Gupta,2023-09-19,23300000.0,2023-09-15,-662
Issue of Auction Notice,,TALWALKARS HEALTHCLUBS LIMITED,U93090MH2016PLC280127,Gajesh Labhchand Jain,2023-09-25,0.0,2023-09-25,-652
Issue of Auction Notice,,JPM Exports Private Limited,U17120WB2009PTC137865,Mr. Avishek Gupta,2023-09-21,3356159.0,2023-09-18,-659
Issue of Auction Notice,,SHREE SHANKAR SAW MILL PRIVATE LIMITED,U20101WB2002PTC094455,Neeraj Kumar Sureka,2023-09-28,11244500.0,2023-09-25,-652
Issue of Auction Notice,,SHREE SHANKAR SAW MILL PRIVATE LIMITED,U20101WB2002PTC094455,Neeraj Kumar Sureka,2023-09-28,13280500.0,2023-09-25,-652
Issue of Auction Notice,,SHREE SHANKAR SAW MILL PRIVATE LIMITED,U20101WB2002PTC094455,Neeraj Kumar Sureka,2023-09-28,3306500.0,2023-09-25,-652
Issue of Auction Notice,,SHREE SHANKAR SAW MILL PRIVATE LIMITED,U20101WB2002PTC094455,Neeraj Kumar Sureka,2023-09-28,3306500.0,2023-09-25,-652
Issue of Auction Notice,,Saradambika Power Plant Private Limited,U40100AP2004PTC050048,Mr. Charudutt Pandhrinath Marathe,2023-09-06,96300000.0,2023-09-04,-673
Issue of Auction Notice,,Jewel Garments Private Limited,U17291HR2007PTC037361,Jaramu Ram Thakur,2023-09-28,1677825.0,2023-09-24,-653
Issue of Auction Notice,,DUGAL ASSOCIATES PRIVATE LIMITED,U26960DL1998PTC092946,Mr. Pradeep Upadhyay,2023-09-11,315000.0,2023-09-09,-668
Issue of Auction Notice,,NAACHIAR PAPER BOARDS PRIVATE LIMITED,U21012TZ2007PTC013362,Mr. C. Ramasubramaniam,2023-09-13,110020515.0,2023-09-11,-666
Issue of Auction Notice,,Radission Resources Private Limited,U27100JH2013PTC001781,PRATAP MUKHERJEE,2023-09-23,4438020.0,2023-09-21,-656
Issue of Auction Notice,,BKS Leather Exports Private Limited,U19115WB2010PTC148843,PRATAP MUKHERJEE,2023-09-23,200000.0,2023-09-21,-656
Issue of Auction Notice,,Easun Reyrolle Limited,L31900TN1974PLC006695,Mr. Mahalingam Suresh Kumar,2023-09-15,275400000.0,2023-09-13,-664
Issue of Auction Notice,,PSL LIMITED,L67120DD1987PLC002395,Nitin Jain,2023-09-22,8100000.0,2023-09-20,-657
Corrigendum,,Woolways (India) Limited,L74899DL1994PLC063585,Mr. Sajeve Bhushan Deora,2023-09-16,10400167.0,2023-09-14,-663
Issue of Auction Notice,,BUTTA INFRASTRUCTURE PRIVATE LIMITED,U45309TG2017PTC114221,Mr. Gonugunta Murali,2023-09-02,1440000000.0,2023-08-31,-677
Issue of Auction Notice,,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2023-09-02,1933210.0,2023-09-01,-676
Issue of Auction Notice,,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2023-09-02,812500.0,2023-09-01,-676
Issue of Auction Notice,,Shree Ram Saw Mill Private Limited,U51909WB1997PTC085985,Mr. Kanchan Dutta,2023-08-28,755050.0,2023-08-24,-684
Issue of Auction Notice,,G S OILS LIMITED,U15143TG1997PLC028321,Mr. Gonugunta Murali,2023-09-25,300000000.0,2023-09-22,-655
Issue of Auction Notice,,BUTTA INFRASTRUCTURE PRIVATE LIMITED,U45309TG2017PTC114221,Mr. Gonugunta Murali,2023-09-25,1300000000.0,2023-09-22,-655
Issue of Auction Notice,,Sanghavi Exports International Pvt Ltd,U36911MH2007PTC170013,Mr. Shailesh Bhalchandran Desai,2023-09-21,21524000.0,2023-09-19,-658
Issue of Auction Notice,,VIJAI SPINNERS (RJPM )PRIVATE LIMITED,U17125TN2013PTC092173,Mr. Arumugam Arumugam,2023-09-14,117000000.0,2023-09-12,-665
Issue of Auction Notice,,ROYALPET VANIJYA PRIVATE LIMITED,U51909WB2012PTC189048,Mr. Sudipta Ghosh,2023-09-16,100000.0,2023-09-14,-663
Issue of Auction Notice,,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2023-09-19,250000000.0,2023-09-16,-661
Issue of Auction Notice,,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2023-09-19,81000000.0,2023-09-16,-661
Issue of Auction Notice,,EAST COAST ENERGY PRIVATE LIMITED,U40105TG2007PTC058753,Mr. Devendra Prasad,2023-09-22,234400000.0,2023-09-06,-671
Issue of Auction Notice,,Bilpower Limited,L51420MH1989PLC053772,Mr. Gonugunta Madhusudhan Rao,2023-09-20,6480000.0,2023-09-16,-661
Issue of Auction Notice,,Bilpower Limited,L51420MH1989PLC053772,Mr. Gonugunta Madhusudhan Rao,2023-09-20,25070000.0,2023-09-16,-661
Issue of Auction Notice,,VIRTUE INFRA AND ENTERTAINMENT PRIVATE LIMITED,U74999MH2010PTC205767,Ms. Anagha Anasingaraju,2023-09-20,233969025.0,2023-09-17,-660
Issue of Auction Notice,,Ultimo Fabrics Private Limited,U74110MH2015PTC269395,Ms. Mrudula Cletus Brodie,2023-09-11,43780000.0,2023-09-09,-668
Issue of Auction Notice,,Loha Ispaat Limited,U27200MH1988PLC050107,Mr. Anil Goel,2023-09-22,9000000.0,2023-09-20,-657
Issue of Auction Notice,,NEEMSAR VYAPAAR PRIVATE LIMITED,U51909DL2019PTC354268,Mr. Mohan Lal Jain,2023-09-21,1787000.0,2023-09-18,-659
Issue of Auction Notice,,Patwa Automotive Private Limited,U01711MP1997PTC011615,Mr. Sajjan Kumar Dokania,2023-09-18,4500000.0,2023-09-15,-662
Issue of Auction Notice,,RAMGARH TRADELINKS PRIVATE LIMITED,U51909DL2019PTC354413,Mr. Mohan Lal Jain,2023-09-21,20257000.0,2023-09-18,-659
Issue of Auction Notice,,VIDHARVA TRADING PRIVATE LIMITED,U51909DL2019PTC354643,Mr. Mohan Lal Jain,2023-09-21,69947000.0,2023-09-18,-659
Issue of Auction Notice,,Pitambara Business Promotions Private Limited,U51909DL2019PTC354412,Mr. Mohan Lal Jain,2023-09-21,9691000.0,2023-09-18,-659
Issue of Auction Notice,,Aster Private Limited,U32204TG1998PTC029457,Mr. Naren Sheth,2023-09-20,2570700000.0,2023-09-18,-659
Issue of Auction Notice,,JKS The Banyaan Private Limited,U45309PY2016PTC008097,Mrs. Raja Lakshmi Vardarajan,2023-09-16,135000000.0,2023-09-13,-664
Issue of Auction Notice,,J.M.L Marketings Private Limited,U15490UP2002PTC026613,Madan Mohan Dhupar,2023-09-16,56749001.0,2023-09-13,-664
Corrigendum,,RAIHAN HEALTHCARE PRIVATE LIMITED,U85194KL2013PTC035127,Mr. Mahalingam Suresh Kumar,2023-09-15,1027800000.0,2023-09-13,-664
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2023-09-17,287699850.0,2023-09-15,-662
Corrigendum,,IDEB PROJECTS PRIVATE LIMITED,U85110KA1997PTC022128,Mr. Velayudham Jayavel,2023-09-13,114000000.0,2023-09-11,-666
Issue of Auction Notice,,Woolways (India) Limited,L74899DL1994PLC063585,Mr. Sajeve Bhushan Deora,2023-09-16,10400167.0,2023-09-14,-663
Issue of Auction Notice,,BHA Associates Private Limited,U18101DL1999PTC101143,Mr. Pawan Kumar Agrawal,2023-09-04,8900000.0,2023-09-02,-675
Issue of Auction Notice,,PROGRESS CULTIVATION LIMITED,U01400WB2009PLC134240,Mr. Pankaj Kumar Kedia,2023-09-16,17730000.0,2023-09-13,-664
Issue of Auction Notice,,Hansraj Agrofresh Private Limited,U15490UP2014PTC065749,Dev Vrat Rana,2023-09-23,120737740.0,2023-09-20,-657
Issue of Auction Notice,,IDEB PROJECTS PRIVATE LIMITED,U85110KA1997PTC022128,Mr. Velayudham Jayavel,2023-09-13,114000000.0,2023-09-02,-675
Issue of Auction Notice,,FE (India) Limited,L74899DL1994PLC061447,Mr. Nilesh Sharma,2023-09-16,4941000.0,2023-09-14,-663
Issue of Auction Notice,,R.S. MOTORS PRIVATE LIMITED,U34300RJ1996PTC012935,Jai Prakash Rawat,2023-09-04,41320336.0,2023-09-02,-675
Issue of Auction Notice,,DEX-VIN POLYMERS PRIVATE LIMITED,U17120MH1990PTC057006,Mr. Anish Gupta,2023-09-07,6368164.0,2023-09-05,-672
Issue of Auction Notice,,TIRUPUR PLAZA HOTEL PRIVATE LIMITED,U55101TZ2006PTC012584,Mr. A R Ramasubramania Raja,2023-09-14,122100000.0,2023-09-11,-666
Issue of Auction Notice,,Hindustan Paper Corporation Limited,U74899DL1970GOI005301,Mr. Kuldeep Verma,2023-09-21,25650000.0,2023-09-18,-659
Issue of Auction Notice,,HINDUSTHAN SMALL TOOLS PVT LTD,U22219WB1955PTC022547,Mr. Kuldeep Verma,2023-09-21,306891800.0,2023-09-18,-659
Issue of Auction Notice,,SRI VENKAT RAM SPINNERS PRIVATE LIMITED,U17111TN1992PTC023951,Mr. Mahalingam Suresh Kumar,2023-09-08,490030000.0,2023-09-06,-671
Issue of Auction Notice,,JVL Agro Industries Limited,L15140UP1989PLC011396,Mr. Supriyo Kumar Chaudhuri,2023-09-15,76800000.0,2023-09-13,-664
Issue of Auction Notice,,Rudrasiva Infracon Private Limited,U74999GJ2018PTC101025,Mr. Dhaval C Khamar,2023-09-11,6375000.0,2023-09-09,-668
Issue of Auction Notice,,SHRI GANESH FIRE EQUIPMENTS PRIVATE LIMITED,U29300DL2010PTC204055,Mr. Prabhakar Kumar,2023-08-26,1017899.0,2023-08-24,-684
Issue of Auction Notice,,Pandhari Milk Private Limited,U74999PN2014PTC151510,Mr. Prashant Jain,2023-09-16,118972800.0,2023-09-14,-663
Issue of Auction Notice,,PERFECT INTERNATIONAL FABRICATORS PRIVATE LIMITED,U74992TN2006PTC061625,Ms. Sripriya Kumar,2023-09-02,1088561.0,2023-08-31,-677
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2023-09-18,305762354.0,2023-09-14,-663
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2023-09-18,331091.0,2023-09-14,-663
Issue of Auction Notice,,SNNEHA NATURAL WORLD PRIVATE LIMITED,U74999MH2008PTC187325,Mr. Ravindra Chaturvedi,2023-09-18,82800000.0,2023-09-15,-662
Issue of Auction Notice,,Abhinav Steels And Power Limited,U74899DL1987PLC029384,Mr. Debashis Nanda,2023-09-04,686355106.0,2023-09-02,-675
Issue of Auction Notice,,RAIHAN HEALTHCARE PRIVATE LIMITED,U85194KL2013PTC035127,Mr. Mahalingam Suresh Kumar,2023-09-15,1027800000.0,2023-09-13,-664
Issue of Auction Notice,,Kohinoor Pulp and Paper Private Limited,U74999WB2008PTC126964,Mr. Krishnaswami C V R,2023-09-08,65000000.0,2023-09-06,-671
Issue of Auction Notice,,VYAS MERCANTILE PRIVATE LIMITED,U51909MH2016PTC283760,Sachin Dharmendra Jain,2023-09-08,743000.0,2023-09-06,-671
Issue of Auction Notice,,Alectrona Energy Private Limited,U40109TN2010PTC075703,Mr. Radhakrishnan Dharmarajan,2023-09-04,240000000.0,2023-09-02,-675
